Phone;Website;Id;type;AccountNumber
+49 7164 3280;www.gesatex.de;0010z00001Sx7ggAAB;Account;
+49 711 2195855 0;www.sunvista.de;0010z00001Sx7ghAAB;Account;
+49 7021 98570;www.guttler.org;0010z00001Sx7giAAB;Account;
+49 7021 8000 0;www.go-kirchheim.net;0010z00001Sx7gjAAB;Account;
+49 7021 98320;www.sigel-swf.de;0010z00001Sx7gkAAB;Account;
+49 7021 53900;www.ivera.eu;0010z00001Sx7glAAB;Account;
+49 7021 95331 0;www.straberger.de;0010z00001Sx7gmAAB;Account;
+49 7023 95040;www.just-normlicht.com;0010z00001Sx7gnAAB;Account;
+49 7023 743414;www.haagdruck.de;0010z00001Sx7goAAB;Account;
+49 7023 7070;www.edelmann-group.com;0010z00001Sx7gpAAB;Account;
+49 7024 40530;www.gefako.de;0010z00001Sx7gqAAB;Account;
+49 7026 91041 0;www.ero-etikett.com;0010z00001Sx7grAAB;Account;
+49 7024 80594 0;www.asutec.eu;0010z00001Sx7gsAAB;Account;
+49 7021 950070;www.sieg-oder-flieg.de;0010z00001Sx7gtAAB;Account;
+49 7023 74971 0;www.maier-formenbau.de;0010z00001Sx7guAAB;Account;
+49 7021 92807 00;www.mk-messtechnik.com;0010z00001Sx7gvAAB;Account;
+49 7021 860210;www.berlet-formenbau.de;0010z00001Sx7gwAAB;Account;
+49 7021 9910;www.kraehe.de;0010z00001Sx7gxAAB;Account;
+49 7331 209670;www.albmarkt.de;0010z00001Sx7gyAAB;Account;
+49 7337 96690;www.stewe.com;0010z00001Sx7gzAAB;Account;
+49 7331 9538 0;www.gerthofer.de;0010z00001Sx7h0AAB;Account;
+49 7334 730;www.ruester-gmbh.de;0010z00001Sx7h1AAB;Account;
+49 7162 946090;www.nagel-spanntechnik.de;0010z00001Sx7h2AAB;Account;
+49 7335 96040;www.bosch-hh.de;0010z00001Sx7h3AAB;Account;
+49 7335 922077;www.bettenland.com;0010z00001Sx7h4AAB;Account;
+49 7361 96610;www.elektro-jerg.de;0010z00001Sx7h5AAB;Account;
+49 7361 69031;www.gd-krauss.de;0010z00001Sx7h6AAB;Account;
+49 7361 9364 0;www.effizient-planen.de/blog/firmen/estrich-wagner-gmbh;0010z00001Sx7h7AAB;Account;
+49 7361 9793 0;www.medien-centrum.com;0010z00001Sx7h8AAB;Account;
+49 7361 577 0;www.papierfabrik-palm.de;0010z00001Sx7h9AAB;Account;
+49 7364 950 0;www.leitz.org;0010z00001Sx7hAAAR;Account;
+49 7326 9603 0;www.bruno-weisser.de;0010z00001Sx7hBAAR;Account;
+49 7326 257;www.zeyer.biz;0010z00001Sx7hCAAR;Account;
+49 7326 82 0;www.weisser.de;0010z00001Sx7hDAAR;Account;
+49 7363 96930;www.loechergmbh.de;0010z00001Sx7hEAAR;Account;
+49 7961 9121 400;www.stengel-steelconcept.de;0010z00001Sx7hFAAR;Account;
+49 7961 9840 0;www.elektrotechnik-mack.de;0010z00001Sx7hGAAR;Account;
+49 7171 9160;www.deltalogic.de;0010z00001Sx7irAAB;Account;
+49 7171 1009 0;www.hoernlein.com;0010z00001Sx7isAAB;Account;
+49 7171 92524 0;www.mpk-specialtools.de;0010z00001Sx7itAAB;Account;
+49 7171 976780;www.aks-hartmetall.de;0010z00001Sx7iuAAB;Account;
+49 7171 39068;www.ruder-verpackungen.de;0010z00001Sx7ivAAB;Account;
+49 7171 996530;www.micro-gmbh.de;0010z00001Sx7iwAAB;Account;
;www.vaas-lt.de;0010z00001Sx7ixAAB;Account;
+49 7173 92616 0;www.jenewein-modellbau.de;0010z00001Sx7iyAAB;Account;
+49 7173 18594 0;www.entzmann.de;0010z00001Sx7izAAB;Account;
+49 7173 12905;www.apa-tec.de;0010z00001Sx7j0AAB;Account;
+49 7176 90001 0;www.hkr-werkzeugtechnik.de;0010z00001Sx7j1AAB;Account;
+49 7181 40890;www.kptec.de;0010z00001Sx7j2AAB;Account;
+49 7181 978380;www.lehmannback.de;0010z00001Sx7j3AAB;Account;
+49 7151 979050;www.fmw-friedrich.de;0010z00001Sx7j4AAB;Account;
+49 7183 30750 0;www.golden-media.net;0010z00001Sx7j5AAB;Account;
+49 7183 30040;www.freitec.de;0010z00001Sx7j6AAB;Account;
+49 7183 92700;www.wuerthdruck.de;0010z00001Sx7j7AAB;Account;
+49 7182 80566 0;www.steiner-maschinenbau.de;0010z00001Sx7j8AAB;Account;
+49 7182 93660 0;www.liwo.de;0010z00001Sx7j9AAB;Account;
+49071817080;www.peterhahn.de;0010z00001Sx7jAAAR;Account;
+49 7181 999950;www.gp-info.de;0010z00001Sx7jBAAR;Account;
+49 7181 980200;www.oesterle-formenbau.de;0010z00001Sx7jCAAR;Account;
+49 711 5306990;www.sport-floess.de;0010z00001Sx7jDAAR;Account;
+49 711 9392930;www.koelle-etiketten.de;0010z00001Sx7jEAAR;Account;
+49 711 93072130;www.channel-microelectronic.de;0010z00001Sx7jFAAR;Account;
+49 711 31009330;www.vk-stanztechnik.de;0010z00001Sx7jGAAR;Account;
+49 711 9308170;www.berchtold-shop.de;0010z00001Sx7jHAAR;Account;
+49 711 3277808 0;www.bubi-mayer.de;0010z00001Sx7jIAAR;Account;
+49 711 6567750;www.bechtle-dus.de;0010z00001Sx7jJAAR;Account;
+49 711 932330 0;www.stetter-firmengruppe.de;0010z00001Sx7jKAAR;Account;
+49 711 932650;www.schwartz.de;0010z00001Sx7jLAAR;Account;
+49 7151 95906 0;www.w-mg.com;0010z00001Sx7jMAAR;Account;
+49 711 3459700;www.heinrichschmitt.de;0010z00001Sx7jNAAR;Account;
+49 711 2157880;www.nano-met.de;0010z00001Sx7jOAAR;Account;
+49 7158 1790;www.ide-extrusion.de;0010z00001Sx7jPAAR;Account;
+49 711 44810 0;www.buehner-kalender.de;0010z00001Sx7jQAAR;Account;
+49 7158 9872 0;www.labelwerk.de;0010z00001Sx7jRAAR;Account;
+49 711 34838 0;www.wblessing.com;0010z00001Sx7jSAAR;Account;
+49 7158 9056 0;www.vela-schrauben.de;0010z00001Sx7jTAAR;Account;
+49 7158 2455;www.elektro-kaercher.com;0010z00001Sx7jUAAR;Account;
+49 711 93400;www.itvp-denkendorf.de;0010z00001Sx7jVAAR;Account;
+49 711 93637 0;www.widmaier-spielen.de;0010z00001Sx7jWAAR;Account;
+49 7153 8387 0;www.buna.net;0010z00001Sx7jXAAR;Account;
+49 7153 23071;www.angora-moden.de;0010z00001Sx7jYAAR;Account;
+49 7153 8284 0;www.schoenenberger-messer.de;0010z00001Sx7jZAAR;Account;
+49 7153 8344 0;www.ivsabele.de;0010z00001Sx7jaAAB;Account;
+49 7131 189 200;www.kilian-verpackung.de;0010z00001Sx7jbAAB;Account;
+49 7131 93420;www.lombacher.de;0010z00001Sx7jcAAB;Account;
+49 7131 598400;www.betten-friz.de;0010z00001Sx7jdAAB;Account;
+49 7131 898699 0;www.itservice.de;0010z00001Sx7jfAAB;Account;
+49 7131 388 30;www.orgaplus.de;0010z00001Sx7jgAAB;Account;
+49 7131 39419 0;www.opkar.de;0010z00001Sx7jhAAB;Account;
+49 7131 1226 500;www.dataglobal.de;0010z00001Sx7jiAAB;Account;
+49 7131 189 0;www.berberich.de;0010z00001Sx7jjAAB;Account;
+49 7131 130 0;www.glaszentrum-schweikert.de;0010z00001Sx7jkAAB;Account;
+49 7066 9517 0;www.dietz-gmbh.de;0010z00001Sx7jmAAB;Account;
+49 7131 61874 0;www.siller.de;0010z00001Sx7jnAAB;Account;
+49 7 1 3 1 1 5 9 5  0;https://www.pflanzen-koelle.de/impressum;0010z00001Sx7joAAB;Account;
+49 7131 9219 0;www.fenster-felder.de;0010z00001Sx7jpAAB;Account;
+49 7131 58981 0;www.erglis.de;0010z00001Sx7jqAAB;Account;
+49 7132 981 6100;www.bechtle-comsoft.de;0010z00001Sx7jrAAB;Account;
+49 7132 99335 0;www.r-ranger.de;0010z00001Sx7jsAAB;Account;
+49 7136 9638 0;www.kienzle-gruppe.de;0010z00001Sx7jtAAB;Account;
+49 7136 9528 0;www.spmaier.de;0010z00001Sx7juAAB;Account;
+49 7134 1636;www.roths-werkzeugbau.de;0010z00001Sx7jvAAB;Account;
+49 7134 9832 0;www.fleiner-druck.de;0010z00001Sx7jwAAB;Account;
+49 7154 13100;www.wktex.de;0010z00001Sx7jxAAB;Account;
+49 7134 730;www.fibro.de;0010z00001Sx7jyAAB;Account;
+49 7134 9833 0;www.modellbau-ortwein.de;0010z00001Sx7jzAAB;Account;
+49 7138 9732 0;www.kiefer-mold.de;0010z00001Sx7k0AAB;Account;
+49 7138 941900;www.hergil.de;0010z00001Sx7k1AAB;Account;
+49 7138 812770;www.schielegmbh.de;0010z00001Sx7k2AAB;Account;
+49 7138 5491;www.egeler-online.de;0010z00001Sx7k3AAB;Account;
+49 7139 4728 0;www.prototools.de;0010z00001Sx7k4AAB;Account;
+49 7139 937780;www.pad-gmbh.de;0010z00001Sx7k5AAB;Account;
+49 7139 47280;www.prototools.de;0010z00001Sx7k6AAB;Account;
+49 7131 90630;www.balbach.de;0010z00001Sx7k7AAB;Account;
+49 7131 40630;www.gessmann.de;0010z00001Sx7k8AAB;Account;
+49 7131 902340;www.kurtbetzgmbh.de;0010z00001Sx7k9AAB;Account;
+49 7943 9433 0;www.schneider-praezisionstechnik.de;0010z00001Sx7kAAAR;Account;
+49 7131 20380 0;www.etre-belle.de;0010z00001Sx7kBAAR;Account;
+49 7131 58210 0;www.schweikert-online.de;0010z00001Sx7kCAAR;Account;
+49 7133 20581 0;www.cpl-gmbh.de;0010z00001Sx7kDAAR;Account;
+49 6294 4287 0;www.wfb-krautheim.de;0010z00001Sx7kEAAR;Account;
+49 7139 48880;www.bayer-maschinenbau.de;0010z00001Sx7kFAAR;Account;
+49 7138 814250;www.sbs-stanzprodukte.de;0010z00001Sx7kGAAR;Account;
+49 7142 989290;www.rigo-mayer.de;0010z00001Sx7kHAAR;Account;
+49 7142 592 350;www.olymp-stores.com;0010z00001Sx7kIAAR;Account;
+49 7142 95360;www.hed-etiketten.de;0010z00001Sx7kJAAR;Account;
+49 7142 403 0;www.bietigheimerzeitung.de;0010z00001Sx7kKAAR;Account;
+49 7142 9535 100;www.siebdruck-gailing.de;0010z00001Sx7kLAAR;Account;
+49 7135 98810;www.eu-fe.de;0010z00001Sx7kMAAR;Account;
+49 7135 9802 0;www.honeckergmbh.de;0010z00001Sx7kNAAR;Account;
+49 7135 9559 0;www.ws-werbeartikel.de;0010z00001Sx7kOAAR;Account;
+49 7147 7796;www.bausch-landesprodukte.de;0010z00001Sx7kPAAR;Account;
+49 7147 27629 0;www.bernd-goetz.com;0010z00001Sx7kQAAR;Account;
+49 7133 97440 0;www.winkler-gmbh.de;0010z00001Sx7m0AAB;Account;
+49 7133 90180 0;www.saur-wzb.de;0010z00001Sx7m1AAB;Account;
+49 7143 817817;www.sto-streicher.de;0010z00001Sx7m2AAB;Account;
+49 7143 401731 0;www.kaefer-wzb.de;0010z00001Sx7m3AAB;Account;
+49 7143 81313 0;www.rosen-berger.de;0010z00001Sx7m4AAB;Account;
+49 7062 928860;www.siga24.com;0010z00001Sx7m5AAB;Account;
+49 7062 67670;www.lambert-ilsfeld.de;0010z00001Sx7m6AAB;Account;
+49 7062 979778;www.ep-kunststofftechnik.de;0010z00001Sx7m7AAB;Account;
+49 7062 90470;www.klingbeil.info;0010z00001Sx7m8AAB;Account;
+49 7143 84300;www.gcl-it.de;0010z00001Sx7m9AAB;Account;
+49 7042 81500;www.simon-blechbearbeitung.de;0010z00001Sx7mAAAR;Account;
+49 7046 91108 0;www.federmann-gmbh.de;0010z00001Sx7mBAAR;Account;
+49 7144 8162 0;www.gebrueder-holzwarth.de;0010z00001Sx7mCAAR;Account;
+49 7133 98560;www.primeparts.de;0010z00001Sx7mDAAR;Account;
+49 7135 9862 0;www.eberhardt-schneider.com;0010z00001Sx7mEAAR;Account;
+49 7143 50991;www.elektrokaya.de;0010z00001Sx7mFAAR;Account;
+49 7971 9581 0;www.dast-online.de;0010z00001Sx7mGAAR;Account;
+49 7972 93000;www.reimer-gschwend.de;0010z00001Sx7mHAAR;Account;
+49 7977 9199110;www.lindex-tools.de;0010z00001Sx7mIAAR;Account;
+49 7971 26097 0;www.hs-formtechnik.de;0010z00001Sx7mJAAR;Account;
+49 7976 9855 0;www.bkt-kunststoff.de;0010z00001Sx7mKAAR;Account;
+49 791 95500;www.windmueller-sha.de;0010z00001Sx7mLAAR;Account;
+49 791 52460;www.cnc-jung.de;0010z00001Sx7mMAAR;Account;
+49 7907 9876 0;www.schupp-musterkarten.de;0010z00001Sx7mNAAR;Account;
+49 791 93295 0;www.berlinerglas.de;0010z00001Sx7mOAAR;Account;
+49 791 95026 0;www.aruso-plast.de;0010z00001Sx7mPAAR;Account;
+49 7904 588;www.memory-foto.de;0010z00001Sx7mQAAR;Account;
+49 7903 9144 0;www.teltec.com;0010z00001Sx7mRAAR;Account;
+49 7904 9781 0;www.nkl-emv.de;0010z00001Sx7mSAAR;Account;
+49 7951 2955 0;www.aichele.de;0010z00001Sx7mTAAR;Account;
+49 7950 925033;www.beckagrar.de;0010z00001Sx7mUAAR;Account;
+49 7941 9160 0;www.druckerei-speh.de;0010z00001Sx7mVAAR;Account;
+49 7941 919510;www.euronics-oehringen.de;0010z00001Sx7mWAAR;Account;
+49 7941 695 0;www.staeudle.de;0010z00001Sx7mXAAR;Account;
+49 7946 9200 0;www.scheifele.de;0010z00001Sx7mYAAR;Account;
+49 7941 9131 0;www.woehwa.com;0010z00001Sx7mZAAR;Account;
+49 7941 9174 0;www.druckerei-bauer.de;0010z00001Sx7maAAB;Account;
+49 7940 98098;www.baeumlisberger.de;0010z00001Sx7mbAAB;Account;
+49 7940 931188 0;www.fenchel-raumgestaltung.de;0010z00001Sx7mcAAB;Account;
+49 7940 9106 0;www.css-connect.de;0010z00001Sx7mdAAB;Account;
+49 7940 98293 0;www.thierbach.de;0010z00001Sx7meAAB;Account;
+49 6281 404450;www.fbb-formenbau.de;0010z00001Sx7mfAAB;Account;
+49 6281 52060;www.kmw-net.de;0010z00001Sx7mgAAB;Account;
+49 6281 5644110;;0010z00001Sx7mhAAB;Account;
+49 6281 52310;www.merklinger-gmbh.de;0010z00001Sx7miAAB;Account;
+49 6291 62590;www.glassline.de;0010z00001Sx7mjAAB;Account;
+49 6261 2195;www.suedstern-moebel.de;0010z00001Sx7mkAAB;Account;
+49 6261 80030;www.laub.de;0010z00001Sx7mlAAB;Account;
+49 6287 92020;www.odenwaelder.de;0010z00001Sx7mmAAB;Account;
+49 6262 5454;www.brune.info;0010z00001Sx7mnAAB;Account;
+49 6264 92010;www.nenninger.de;0010z00001Sx7moAAB;Account;
+49 6262 92270;www.knauss.de;0010z00001Sx7mpAAB;Account;
+49 7266 91994 0;www.sebro.de;0010z00001Sx7mqAAB;Account;
+49 7263 918910;www.hochwarth-it.de;0010z00001Sx7mrAAB;Account;
+49 7263 209860;www.zieglerdruck.de;0010z00001Sx7msAAB;Account;
+49 7266 9152 0;www.hero-ittlingen.de;0010z00001Sx7mtAAB;Account;
+49 7252 5047 30;www.esser-bretten.de;0010z00001Sx7muAAB;Account;
+49 7252 94070;www.vogt-mode.de;0010z00001Sx7mvAAB;Account;
+49 7252 94600;www.hirschdruck.de;0010z00001Sx7mwAAB;Account;
+49 7262 8174;www.reissfelder-werkzeugbau.de;0010z00001Sx7mxAAB;Account;
+49 7262 91900;www.kepnerdruck.de;0010z00001Sx7myAAB;Account;
+49 7262 610100;www.frank-formenbau.de;0010z00001Sx7mzAAB;Account;
+49 7262 4051;www.kamay-werkzeugbau.de;0010z00001Sx7n0AAB;Account;
+49  25 53 / 922 0;www.hagemann-gmbh.de;0010z00001Sx7n1AAB;Account;
+49 7261 9530;www.mapal.com;0010z00001Sx7n2AAB;Account;
+49 7045 983 0;www.riel.de;0010z00001Sx7n3AAB;Account;
+49 7231 38640;www.modehaus-jung.de;0010z00001Sx7n4AAB;Account;
+49 7231 425570;www.srw-amestra.de;0010z00001Sx7n5AAB;Account;
+49 7231 95200;www.saazor.de;0010z00001Sx7n6AAB;Account;
+49 7231 4431 0;www.abtis.de;0010z00001Sx7n7AAB;Account;
+49 7231 58905 0;www.huhn-rohrbacher.de;0010z00001Sx7n8AAB;Account;
+49 7231 94310;www.dunkelberg.de;0010z00001Sx7n9AAB;Account;
+49 7231 419070;www.schlichter.org;0010z00001Sx7nAAAR;Account;
+49 7231 78677 0;www.schulz-stanzteile.de;0010z00001Sx7nBAAR;Account;
+49 7232 79142;www.elektro-walch.de;0010z00001Sx7nCAAR;Account;
+49 7236 93900;www.bogner-gmbh.de;0010z00001Sx7nDAAR;Account;
+49 7231 58588 0;www.ten-haaft.de;0010z00001Sx7nEAAR;Account;
+49 7236 8172;www.hesondiamant.de;0010z00001Sx7nFAAR;Account;
+49 7082 9446 0;www.juliuspfisterer.de;0010z00001Sx7nGAAR;Account;
+49 7231 455833;www.elektro-lud.de;0010z00001Sx7nHAAR;Account;
+49 7231 94790;www.ferdinand-eisele.com;0010z00001Sx7nIAAR;Account;
+49 7231 948820;www.christmann-gmbh.de;0010z00001Sx7nJAAR;Account;
+49 7231 281549 0;www.britsch-spannzeuge.de;0010z00001Sx7nKAAR;Account;
+49 7234 9526 0;www.waidner-stanztechnik.de;0010z00001Sx7nLAAR;Account;
+49 7231 88678 0;www.rueckher.de;0010z00001Sx7nMAAR;Account;
+49 7234 6147;www.bornbaum.de;0010z00001Sx7nNAAR;Account;
+49 7234 9517 0;www.gindele.de;0010z00001Sx7nOAAR;Account;
+49 7237 48682 0;www.uc-tools.de;0010z00001Sx7nPAAR;Account;
+49 7237 486948 0;www.reitz-kabelkonfektion.de;0010z00001Sx7nQAAR;Account;
+49 7237 440910;www.microguss.de;0010z00001Sx7nRAAR;Account;
+49 7082 938867 0;www.greiner-stanz-biegeteile.de;0010z00001Sx7nSAAR;Account;
+49 7084 92300;www.modehaus-bertsch.de;0010z00001Sx7nTAAR;Account;
+49 7082 9454 0;www.lillich-gmbh.de;0010z00001Sx7nUAAR;Account;
+49 7082 9474 0;www.rena-germany.de;0010z00001Sx7nVAAR;Account;
+49 7082 94910;www.iveco-knebel.de;0010z00001Sx7nWAAR;Account;
+49 7082 94560;www.blaich-druck.de;0010z00001Sx7nXAAR;Account;
+49 7082 79190;https://www.polyrack.com/en/;0010z00001Sx7nYAAR;Account;
+49 7081 9540 0;www.woehrgmbh.de;0010z00001Sx7p8AAB;Account;
+49 7051 5888 0;www.steripac.com;0010z00001Sx7p9AAB;Account;
+49 7051 70050;www.kurzelektronik.de;0010z00001Sx7pAAAR;Account;
+49 7053 96839 0;www.fimab.eu;0010z00001Sx7pBAAR;Account;
+49 7053 680;www.cardclothing.de;0010z00001Sx7pCAAR;Account;
+49 7051 923111;www.comback.de;0010z00001Sx7pDAAR;Account;
+49 7033 54580;www.sotec.eu;0010z00001Sx7pEAAR;Account;
+49 7041 95070;www.melter.de;0010z00001Sx7pFAAR;Account;
+49 7041 815180;www.fischer-guss.de;0010z00001Sx7pGAAR;Account;
+49 7041 808980;www.ego-seibert.de;0010z00001Sx7pHAAR;Account;
+49 7042 82220;www.avantec.de;0010z00001Sx7pIAAR;Account;
+49 7042 82280;www.speidel.net;0010z00001Sx7pJAAR;Account;
+49 7043 9255 0;www.franz-walter.de;0010z00001Sx7pKAAR;Account;
+49 7043 36161;www.vargus.de;0010z00001Sx7pLAAR;Account;
+49 7041 9373635;www.stock-wkz.de;0010z00001Sx7pMAAR;Account;
+49 7044 96160;www.jahn-etiketten.de;0010z00001Sx7pNAAR;Account;
+49 7045 981 0;www.bluecart.de;0010z00001Sx7pOAAR;Account;
+49 7045 96660;www.fs-fertigungssysteme.de;0010z00001Sx7pPAAR;Account;
+49 7043 90104 0;www.sieber-gmbh.de;0010z00001Sx7pQAAR;Account;
+49 7044 91771 0;www.systemedia.de;0010z00001Sx7pRAAR;Account;
+49 7044 94290;www.glossmatrix.com;0010z00001Sx7pSAAR;Account;
+49 721 9614020;www.kymo.de;0010z00001Sx7pTAAR;Account;
;www.systec-solutions.com;0010z00001Sx7pUAAR;Account;
+49 721 354600;www.n-komm.de;0010z00001Sx7pVAAR;Account;
+49 721 62725 0;www.emtrion.de;0010z00001Sx7pWAAR;Account;
+49 721 62830;www.druck-verlag-sw.de;0010z00001Sx7pXAAR;Account;
+49 721 828150;www.stp-online.de;0010z00001Sx7pYAAR;Account;
+49 721 9213230;www.mint-gmbh.de;0010z00001Sx7pZAAR;Account;
+49 721 3522200;www.enocom.de;0010z00001Sx7paAAB;Account;
+49 721 984780;www.lcd-mikroelektronik.de;0010z00001Sx7pbAAB;Account;
+49 721 47037334;www.gree-klimatisierung.de;0010z00001Sx7pcAAB;Account;
+49 721 183490;www.albatros.net;0010z00001Sx7pdAAB;Account;
+49 721 3820000;www.horn-cosifan.de;0010z00001Sx7peAAB;Account;
+49 721 9414813;www.magic-computer.de;0010z00001Sx7pfAAB;Account;
+49 170 3030957;www.mescher.de;0010z00001Sx7pgAAB;Account;
+49 721 62990;www.elesco.de;0010z00001Sx7phAAB;Account;
+49 721 931260;www.genthner.de;0010z00001Sx7piAAB;Account;
+49 721 962130;www.palas.de;0010z00001Sx7pjAAB;Account;
+49 7243 589980;www.ettli.de;0010z00001Sx7pkAAB;Account;
+49 7243 5750;www.daehne.de;0010z00001Sx7plAAB;Account;
+49 7243 37770;www.comfortschuh.de;0010z00001Sx7pmAAB;Account;
+49 7243 77440;www.bwg.de;0010z00001Sx7pnAAB;Account;
+49 7243 5300;www.imprimex.de;0010z00001Sx7poAAB;Account;
+49 7242 93530;www.rbi-rittershofer.de;0010z00001Sx7ppAAB;Account;
+49 6227 840441;www.riess.de;0010z00001Sx7pqAAB;Account;
+49 7248 9141 0;www.dietz-rollwa.de;0010z00001Sx7prAAB;Account;
+49 7246 92280;www.druckerei-stark.de;0010z00001Sx7psAAB;Account;
+49 721 6639660;www.printdata.org;0010z00001Sx7ptAAB;Account;
+49 7248 926800;www.hec-electronic.de;0010z00001Sx7puAAB;Account;
+49 7222 95550;www.asvg.de;0010z00001Sx7pvAAB;Account;
+49 7245 915290;www.vi2vi.com;0010z00001Sx7pwAAB;Account;
+49 7229 6070;www.elmako.de;0010z00001Sx7pxAAB;Account;
+49 7245 92700;www.duerrschnabel.com;0010z00001Sx7pyAAB;Account;
+49 7221 392087;;0010z00001Sx7pzAAB;Account;
+49 700 77325638;www.speck.net;0010z00001Sx7q0AAB;Account;
+49 7221 90600;www.rabolt-schlafkultur.de;0010z00001Sx7q1AAB;Account;
+49 7221 95420;www.heilenz.de;0010z00001Sx7q2AAB;Account;
+49 7221 50850;www.mabox.de;0010z00001Sx7q3AAB;Account;
+49 7221 7022220;www.permaplay.de;0010z00001Sx7q4AAB;Account;
+49 7221 504630;www.mutterwittig.de;0010z00001Sx7q5AAB;Account;
+49 7221 95560;www.hoell.de;0010z00001Sx7q6AAB;Account;
+49 7223 52033;www.ibs-baden.de;0010z00001Sx7q7AAB;Account;
+49 7225 91780;www.rahner-holzverarbeitung.de;0010z00001Sx7q8AAB;Account;
+49 7251 97450;www.bettenmangei.de;0010z00001Sx7q9AAB;Account;
+49 7251 94890;www.weiss-kartonagen.de;0010z00001Sx7qAAAR;Account;
+49 7256 923870;www.eanlagen.de;0010z00001Sx7qBAAR;Account;
+49 7255 7684040;;0010z00001Sx7qCAAR;Account;
+49 7251 34720;www.hofa.de;0010z00001Sx7qDAAR;Account;
+49 7251 96320;www.kutterermauer.com;0010z00001Sx7qEAAR;Account;
+49 7271 950108;www.jhm-mt.de;0010z00001Sx7qFAAR;Account;
+49 7275 9583 0;www.mawe-presstec.de;0010z00001Sx7qGAAR;Account;
+49 6341 95500;www.gdi.de;0010z00001Sx7qHAAR;Account;
+49 6341 380950;www.caratec.de;0010z00001Sx7qIAAR;Account;
+49 6341 9505500;www.braun-maschinenbau.de;0010z00001Sx7qJAAR;Account;
+49 6341 265890;www.etiketten-des.de;0010z00001Sx7qKAAR;Account;
+49 6341 2840;www.inter-union.de;0010z00001Sx7qLAAR;Account;
+49 6341 51040;www.brandenburger.de;0010z00001Sx7qMAAR;Account;
+49 6349 99430;www.fehrenbach-maschinen.de;0010z00001Sx7qNAAR;Account;
+49 6392 2387;www.ossi-schuhe.de;0010z00001Sx7qOAAR;Account;
+49 7276 98700;www.city-satz.de;0010z00001Sx7qPAAR;Account;
+49 7276 98870;www.sanitaetshaus-roemer.de;0010z00001Sx7qQAAR;Account;
+49 7275 988660;www.smartcrm.de;0010z00001Sx7qRAAR;Account;
+49 781 9160 0;www.leitermann-schlafkultur.de;0010z00001Sx7qSAAR;Account;
+49 781 842301;www.medienpartner-int.com;0010z00001Sx7qTAAR;Account;
+49 781 91700;www.mildenberger-verlag.de;0010z00001Sx7qUAAR;Account;
+49 781 53997;www.eddy-kinderland.de;0010z00001Sx7qVAAR;Account;
+49 781 605720;www.haake.com;0010z00001Sx7qWAAR;Account;
+49 781 6000;www.hobart.de;0010z00001Sx7qYAAR;Account;
+49 7851 870970;www.htn-vertrieb.de;0010z00001Sx7qZAAR;Account;
+49 7851 992990;www.schreinerei-kleinhans.de;0010z00001Sx7qaAAB;Account;
+49 7851 9126 0;www.optronis.com;0010z00001Sx7qbAAB;Account;
+49 7851 83513;www.bag-kehl.de;0010z00001Sx7qcAAB;Account;
+49 7851 8988040;www.hauss-elektronik.de;0010z00001Sx7qdAAB;Account;
+49 7802 93840;www.kaufhaus-peters.de;0010z00001Sx7qeAAB;Account;
+49 7802 70070;www.elektro-schnurr.de;0010z00001Sx7qfAAB;Account;
+49 7834 868650;www.edeka.de;0010z00001Sx7qgAAB;Account;
+49 7832 999860;www.muellergmbh-formenbau.de;0010z00001Sx7sIAAR;Account;
+49 7832 99970;www.atemag.de;0010z00001Sx7sJAAR;Account;
+49 7852 1578;www.mr-ortenau.de;0010z00001Sx7sKAAR;Account;
+49 7835 215;www.fuchs-druck-zell.de;0010z00001Sx7sLAAR;Account;
+49 7807 9579990;www.fidesdruck.de;0010z00001Sx7sMAAR;Account;
+49 781 610425;www.oh-gmbh.de;0010z00001Sx7sNAAR;Account;
+49 781 61390;www.elektro-junker.de;0010z00001Sx7sOAAR;Account;
+49 781 9651 0;www.extruplast.de;0010z00001Sx7sPAAR;Account;
+49 7831 8090;www.binder-woehrle.com;0010z00001Sx7sQAAR;Account;
+49 7805 99560;www.octo-it.de;0010z00001Sx7sRAAR;Account;
+49 7835 540940;www.pohlscandia.com;0010z00001Sx7sSAAR;Account;
+49 7835 7820;www.karlknauer.de;0010z00001Sx7sTAAR;Account;
;www.hydro.aero;0010z00001Sx7sUAAR;Account;
+49 7831 250;www.ockert.de;0010z00001Sx7sVAAR;Account;
+49 7223 8083730;www.stedry.de;0010z00001Sx7sWAAR;Account;
+49 7223 98640;www.werba-print.de;0010z00001Sx7sXAAR;Account;
+49 7223 24170;www.zeller-muehle.de;0010z00001Sx7sYAAR;Account;
+49 7227 2011;www.agrarhandel-woehrle.de;0010z00001Sx7sZAAR;Account;
+49 7227 505799 0;www.beckermetall.com;0010z00001Sx7saAAB;Account;
+49 7841 21474;www.modehaus-schmiederer.de;0010z00001Sx7sbAAB;Account;
+49 7844 918090;www.duk-gmbh.de;0010z00001Sx7scAAB;Account;
+49 7843 94760;www.baier-gmbh.de;0010z00001Sx7sdAAB;Account;
+49 7841 60680;www.lipco.com;0010z00001Sx7seAAB;Account;
+49 7841 27447;www.licht-kraus.de;0010z00001Sx7sfAAB;Account;
+49 7821 93540;www.modehaus-kilian.de;0010z00001Sx7sgAAB;Account;
+49 7821 95030;www.polar-form.de;0010z00001Sx7shAAB;Account;
+49 7821 923783 0;www.zermet.de;0010z00001Sx7siAAB;Account;
